Master Planning Family,Product Department,Product Group,Product Line,Product Price Group,Product Sub Group,Product Type,Short Name
G17,1,1,2, ,44,3,10267
   ,      ,6,1,   ,58,13,10964
   ,      ,6,1,   ,58,13,10964
   ,      ,6,1,   ,58,13,10964
30,1,6,1,N,58,13,10964
30,1,6,1,N,58,13,10964
30,1,6,1,N,58,13,10964
   ,      ,6,1,   ,58,13,10646
   ,      ,6,1,   ,58,13,10646
   ,      ,6,1,   ,58,13,10646
G17,1,6,1, ,58,13,10646
G17,1,6,1, ,58,13,10646
G17,1,6,1, ,58,13,10646
G00,1,6,1, ,58,13,10646
G00,1,6,1, ,58,13,10646
G00,1,6,1, ,58,13,10646
10,1,19,1,N,61,47,10811
10,1,19,1,N,61,47,10811
10,1,19,1,N,61,47,10811
G17,1,19,1, ,61,47,10811
G17,1,19,1, ,61,47,10811
G17,1,19,1, ,61,47,10811
G03,1,19,1, ,61,47,10811
G03,1,19,1, ,61,47,10811
G03,1,19,1, ,61,47,10811
   ,      ,6,1,   ,62,47,10333
   ,      ,6,1,   ,62,47,10333
   ,      ,6,1,   ,62,47,10333
G17,1,6,1, ,62,47,10333
G17,1,6,1, ,62,47,10333
G17,1,6,1, ,62,47,10333
   ,N,6,1,0,62,47,10333
   ,N,6,1,0,62,47,10333
   ,N,6,1,0,62,47,10333
50,1,3,1,N,53,30,10911
50,1,3,1,N,53,30,10911
50,1,3,1,N,53,30,10911
50,1,3,1,N,53,30,10911
50,1,3,1,N,53,30,10911
50,1,3,1,N,53,30,10911
   ,N,3,1,0,53,30,10911
   ,N,3,1,0,53,30,10911
   ,N,3,1,0,53,30,10911
30,1,3,1,N,4,1,10613
30,1,3,1,N,4,1,10613
30,1,3,1,N,4,1,10613
50,1,3,1,N,4,1,10613
50,1,3,1,N,4,1,10613
50,1,3,1,N,4,1,10613
G17,1,3,1, ,4,1,10613
G17,1,3,1, ,4,1,10613
G17,1,3,1, ,4,1,10613
   ,      ,6,1,   ,58,13,10647
   ,      ,6,1,   ,58,13,10647
   ,      ,6,1,   ,58,13,10647
G17,1,6,1, ,58,13,10647
G17,1,6,1, ,58,13,10647
G17,1,6,1, ,58,13,10647
G03,1,6,1, ,58,13,10647
G03,1,6,1, ,58,13,10647
G03,1,6,1, ,58,13,10647
50,1,6,1,N,58,13,10334
50,1,6,1,N,58,13,10334
50,1,6,1,N,58,13,10334
 ,0,6,1,0,58,13,10334
 ,0,6,1,0,58,13,10334
 ,0,6,1,0,58,13,10334
S02,SRS,6,1,0,58,13,10334
S02,SRS,6,1,0,58,13,10334
S02,SRS,6,1,0,58,13,10334
 ,   ,13,1,N,9,24,10726
 ,   ,13,1,N,9,24,10726
 ,   ,13,1,N,9,24,10726
N,EP4101,13,1,        ,9,24,10726
N,EP4101,13,1,        ,9,24,10726
N,EP4101,13,1,        ,9,24,10726
0, ,13,1,1,9,24,10726
0, ,13,1,1,9,24,10726
0, ,13,1,1,9,24,10726
   ,      ,10,1,   ,6,18,10062
   ,      ,10,1,   ,6,18,10062
   ,      ,10,1,   ,6,18,10062
G17,1,10,1, ,6,18,10062
G17,1,10,1, ,6,18,10062
G17,1,10,1, ,6,18,10062
G14,1,10,1, ,6,18,10062
G14,1,10,1, ,6,18,10062
G14,1,10,1, ,6,18,10062
G19,1,10,1, ,6,18,10062
G19,1,10,1, ,6,18,10062
G19,1,10,1, ,6,18,10062
   ,      ,13,1,   ,10,25,10407
   ,      ,13,1,   ,10,25,10407
   ,      ,13,1,   ,10,25,10407
 ,   ,13,1,N,10,25,10407
 ,   ,13,1,N,10,25,10407
 ,   ,13,1,N,10,25,10407
G17,1,13,1, ,10,25,10407
G17,1,13,1, ,10,25,10407
G17,1,13,1, ,10,25,10407
   ,      ,6,1,   ,58,13,10335
   ,      ,6,1,   ,58,13,10335
   ,      ,6,1,   ,58,13,10335
 ,   ,6,1,N,58,13,10335
 ,   ,6,1,N,58,13,10335
 ,   ,6,1,N,58,13,10335
G17,1,6,1, ,58,13,10335
G17,1,6,1, ,58,13,10335
G17,1,6,1, ,58,13,10335
G03,1,20,1, ,24,42,10837
G03,1,20,1, ,24,42,10837
G03,1,20,1, ,24,42,10837
N,EP4101,20,1,        ,24,42,10837
N,EP4101,20,1,        ,24,42,10837
N,EP4101,20,1,        ,24,42,10837
N,EP3002,20,1,        ,24,42,10837
N,EP3002,20,1,        ,24,42,10837
N,EP3002,20,1,        ,24,42,10837
   ,      ,11,1,   ,16,43,11112
   ,      ,11,1,   ,16,43,11112
   ,      ,11,1,   ,16,43,11112
   ,      ,11,1,   ,16,43,11112
   ,      ,11,1,   ,16,43,11112
   ,      ,11,1,   ,16,43,11112
G14,1,11,1, ,16,43,11112
G14,1,11,1, ,16,43,11112
G14,1,11,1, ,16,43,11112
   ,      ,11,1,   ,81,33,10063
   ,      ,11,1,   ,81,33,10063
   ,      ,11,1,   ,81,33,10063
 ,   ,11,1,N,81,33,10063
 ,   ,11,1,N,81,33,10063
 ,   ,11,1,N,81,33,10063
G19,1,11,1, ,81,33,10063
G19,1,11,1, ,81,33,10063
G19,1,11,1, ,81,33,10063
G19,1,11,1, ,81,33,10063
G19,1,11,1, ,81,33,10063
G19,1,11,1, ,81,33,10063
   ,      ,13,1,   ,10,25,10408
   ,      ,13,1,   ,10,25,10408
   ,      ,13,1,   ,10,25,10408
G17,1,13,1, ,10,25,10408
G17,1,13,1, ,10,25,10408
G17,1,13,1, ,10,25,10408
0, ,13,1,1,10,25,10408
0, ,13,1,1,10,25,10408
0, ,13,1,1,10,25,10408
30,1,23,1,N,57,46,10575
30,1,23,1,N,57,46,10575
30,1,23,1,N,57,46,10575
 ,   ,23,1,N,57,46,10575
 ,   ,23,1,N,57,46,10575
 ,   ,23,1,N,57,46,10575
G13,1,23,1, ,57,46,10575
G13,1,23,1, ,57,46,10575
G13,1,23,1, ,57,46,10575
   ,      ,6,1,   ,58,13,10648
   ,      ,6,1,   ,58,13,10648
   ,      ,6,1,   ,58,13,10648
30,1,6,1,N,58,13,10648
30,1,6,1,N,58,13,10648
30,1,6,1,N,58,13,10648
G03,1,6,1, ,58,13,10648
G03,1,6,1, ,58,13,10648
G03,1,6,1, ,58,13,10648
30,1,19,1,N,61,47,10812
30,1,19,1,N,61,47,10812
30,1,19,1,N,61,47,10812
 ,   ,19,1,N,61,47,10812
 ,   ,19,1,N,61,47,10812
 ,   ,19,1,N,61,47,10812
G03,1,19,1, ,61,47,10812
G03,1,19,1, ,61,47,10812
G03,1,19,1, ,61,47,10812
   ,      ,21,1,   ,45,44,10217
   ,      ,21,1,   ,45,44,10217
   ,      ,21,1,   ,45,44,10217
30,1,21,1,N,45,44,10217
30,1,21,1,N,45,44,10217
30,1,21,1,N,45,44,10217
   ,N,21,1,0,45,44,10217
   ,N,21,1,0,45,44,10217
   ,N,21,1,0,45,44,10217
50,1,6,1,N,58,13,10336
50,1,6,1,N,58,13,10336
50,1,6,1,N,58,13,10336
50,1,6,1,N,58,13,10336
50,1,6,1,N,58,13,10336
50,1,6,1,N,58,13,10336
G17,1,6,1, ,58,13,10336
G17,1,6,1, ,58,13,10336
G17,1,6,1, ,58,13,10336
30,1,3,1,N,31,30,10614
30,1,3,1,N,31,30,10614
30,1,3,1,N,31,30,10614
50,1,3,1,N,31,30,10614
50,1,3,1,N,31,30,10614
50,1,3,1,N,31,30,10614
G17,1,3,1, ,31,30,10614
G17,1,3,1, ,31,30,10614
G17,1,3,1, ,31,30,10614
30,1,13,1,N,60,47,10727
30,1,13,1,N,60,47,10727
30,1,13,1,N,60,47,10727
G17,1,13,1, ,60,47,10727
G17,1,13,1, ,60,47,10727
G17,1,13,1, ,60,47,10727
0, ,13,1,1,60,47,10727
0, ,13,1,1,60,47,10727
0, ,13,1,1,60,47,10727
10,1,13,1,N,10,25,10409
10,1,13,1,N,10,25,10409
10,1,13,1,N,10,25,10409
0, ,13,1,1,10,25,10409
0, ,13,1,1,10,25,10409
0, ,13,1,1,10,25,10409
0, ,13,1,1,10,25,10409
0, ,13,1,1,10,25,10409
0, ,13,1,1,10,25,10409
50,1,6,1,N,58,13,10337
50,1,6,1,N,58,13,10337
50,1,6,1,N,58,13,10337
50,1,6,1,N,58,13,10337
50,1,6,1,N,58,13,10337
50,1,6,1,N,58,13,10337
G17,1,6,1, ,58,13,10337
G17,1,6,1, ,58,13,10337
G17,1,6,1, ,58,13,10337
   ,      ,10,1,   ,14,18,10045
   ,      ,10,1,   ,14,18,10045
   ,      ,10,1,   ,14,18,10045
   ,      ,10,1,   ,14,18,10045
   ,      ,10,1,   ,14,18,10045
   ,      ,10,1,   ,14,18,10045
50,1,10,1,N,14,18,10045
50,1,10,1,N,14,18,10045
50,1,10,1,N,14,18,10045
S01,SRSW,10,1,0,14,18,10045
S01,SRSW,10,1,0,14,18,10045
S01,SRSW,10,1,0,14,18,10045
50,1,11,1,N,91,33,10064
50,1,11,1,N,91,33,10064
50,1,11,1,N,91,33,10064
50,1,11,1,N,91,33,10064
50,1,11,1,N,91,33,10064
50,1,11,1,N,91,33,10064
G17,1,11,1, ,91,33,10064
G17,1,11,1, ,91,33,10064
G17,1,11,1, ,91,33,10064
G07,1,11,1, ,91,33,10064
G07,1,11,1, ,91,33,10064
G07,1,11,1, ,91,33,10064
   ,      ,4,2,   ,90,28,10923
   ,      ,4,2,   ,90,28,10923
   ,      ,4,2,   ,90,28,10923
 ,   ,4,2,N,90,28,10923
 ,   ,4,2,N,90,28,10923
 ,   ,4,2,N,90,28,10923
 ,   ,4,2,N,90,28,10923
 ,   ,4,2,N,90,28,10923
 ,   ,4,2,N,90,28,10923
   ,      ,21,1,   ,12,44,10218
   ,      ,21,1,   ,12,44,10218
   ,      ,21,1,   ,12,44,10218
P01,      ,21,1,   ,12,44,10218
P01,      ,21,1,   ,12,44,10218
P01,      ,21,1,   ,12,44,10218
G08,1,21,1, ,12,44,10218
G08,1,21,1, ,12,44,10218
G08,1,21,1, ,12,44,10218
10,1,1,2,N,44,3,10268
10,1,1,2,N,44,3,10268
10,1,1,2,N,44,3,10268
 ,   ,1,2,N,44,3,10268
 ,   ,1,2,N,44,3,10268
 ,   ,1,2,N,44,3,10268
 ,   ,1,2,N,44,3,10268
 ,   ,1,2,N,44,3,10268
 ,   ,1,2,N,44,3,10268
 ,   ,6,1,N,58,13,10338
 ,   ,6,1,N,58,13,10338
 ,   ,6,1,N,58,13,10338
ATV, ,6,1,N,58,13,10338
ATV, ,6,1,N,58,13,10338
ATV, ,6,1,N,58,13,10338
G17,1,6,1, ,58,13,10338
G17,1,6,1, ,58,13,10338
G17,1,6,1, ,58,13,10338
G17,1,21,1, ,83,44,10546
G17,1,21,1, ,83,44,10546
G17,1,21,1, ,83,44,10546
G02,1,21,1, ,83,44,10546
G02,1,21,1, ,83,44,10546
G02,1,21,1, ,83,44,10546
0,        ,21,1,300,83,44,10546
0,        ,21,1,300,83,44,10546
0,        ,21,1,300,83,44,10546
50,1,3,1,N,32,30,10615
50,1,3,1,N,32,30,10615
50,1,3,1,N,32,30,10615
50,1,3,1,N,32,30,10615
50,1,3,1,N,32,30,10615
50,1,3,1,N,32,30,10615
G17,1,3,1, ,32,30,10615
G17,1,3,1, ,32,30,10615
G17,1,3,1, ,32,30,10615
10,1,13,1,N,60,47,10728
10,1,13,1,N,60,47,10728
10,1,13,1,N,60,47,10728
G15,1,13,1, ,60,47,10728
G15,1,13,1, ,60,47,10728
G15,1,13,1, ,60,47,10728
 ,0,13,1,0,60,47,10728
 ,0,13,1,0,60,47,10728
 ,0,13,1,0,60,47,10728
50,1,13,1,N,28,5,10410
50,1,13,1,N,28,5,10410
50,1,13,1,N,28,5,10410
ATV, ,13,1,N,28,5,10410
ATV, ,13,1,N,28,5,10410
ATV, ,13,1,N,28,5,10410
0, ,13,1,1,28,5,10410
0, ,13,1,1,28,5,10410
0, ,13,1,1,28,5,10410
50,1,3,1,N,31,30,10924
50,1,3,1,N,31,30,10924
50,1,3,1,N,31,30,10924
50,1,3,1,N,31,30,10924
50,1,3,1,N,31,30,10924
50,1,3,1,N,31,30,10924
   ,N,3,1,0,31,30,10924
   ,N,3,1,0,31,30,10924
   ,N,3,1,0,31,30,10924
P01,      ,21,1,   ,12,44,10219
P01,      ,21,1,   ,12,44,10219
P01,      ,21,1,   ,12,44,10219
30,1,21,1,N,12,44,10219
30,1,21,1,N,12,44,10219
30,1,21,1,N,12,44,10219
G17,1,21,1, ,12,44,10219
G17,1,21,1, ,12,44,10219
G17,1,21,1, ,12,44,10219
G03,1,20,1, ,2,42,10838
G03,1,20,1, ,2,42,10838
G03,1,20,1, ,2,42,10838
 ,0,20,1,0,2,42,10838
 ,0,20,1,0,2,42,10838
 ,0,20,1,0,2,42,10838
0,        ,20,1,300,2,42,10838
0,        ,20,1,300,2,42,10838
0,        ,20,1,300,2,42,10838
50,1,4,2,N,51,28,10912
50,1,4,2,N,51,28,10912
50,1,4,2,N,51,28,10912
 ,   ,4,2,N,51,28,10912
 ,   ,4,2,N,51,28,10912
 ,   ,4,2,N,51,28,10912
G17,1,4,2, ,51,28,10912
G17,1,4,2, ,51,28,10912
G17,1,4,2, ,51,28,10912
50,1,13,1,N,110,24,10411
50,1,13,1,N,110,24,10411
50,1,13,1,N,110,24,10411
 ,   ,13,1,N,110,24,10411
 ,   ,13,1,N,110,24,10411
 ,   ,13,1,N,110,24,10411
G17,1,13,1, ,110,24,10411
G17,1,13,1, ,110,24,10411
G17,1,13,1, ,110,24,10411
50,1,3,1,N,4,1,10925
50,1,3,1,N,4,1,10925
50,1,3,1,N,4,1,10925
 ,   ,3,1,N,4,1,10925
 ,   ,3,1,N,4,1,10925
 ,   ,3,1,N,4,1,10925
   ,N,3,1,0,4,1,10925
   ,N,3,1,0,4,1,10925
   ,N,3,1,0,4,1,10925
P01,      ,21,1,   ,12,44,10220
P01,      ,21,1,   ,12,44,10220
P01,      ,21,1,   ,12,44,10220
10,1,21,1,N,12,44,10220
10,1,21,1,N,12,44,10220
10,1,21,1,N,12,44,10220
0, ,21,1,1,12,44,10220
0, ,21,1,1,12,44,10220
0, ,21,1,1,12,44,10220
 ,   ,6,1,N,62,47,10339
 ,   ,6,1,N,62,47,10339
 ,   ,6,1,N,62,47,10339
 ,   ,6,1,N,62,47,10339
 ,   ,6,1,N,62,47,10339
 ,   ,6,1,N,62,47,10339
G17,1,6,1, ,62,47,10339
G17,1,6,1, ,62,47,10339
G17,1,6,1, ,62,47,10339
 ,   ,19,1,N,99,26,10193
 ,   ,19,1,N,99,26,10193
 ,   ,19,1,N,99,26,10193
G17,1,19,1, ,99,26,10193
G17,1,19,1, ,99,26,10193
G17,1,19,1, ,99,26,10193
   ,N,19,1,0,99,26,10193
   ,N,19,1,0,99,26,10193
   ,N,19,1,0,99,26,10193
30,1,11,1,N,77,33,11241
30,1,11,1,N,77,33,11241
30,1,11,1,N,77,33,11241
G17,1,11,1, ,77,33,11241
G17,1,11,1, ,77,33,11241
G17,1,11,1, ,77,33,11241
50,1,13,1,N,63,47,10412
50,1,13,1,N,63,47,10412
50,1,13,1,N,63,47,10412
   ,1,13,1, ,63,47,10412
   ,1,13,1, ,63,47,10412
   ,1,13,1, ,63,47,10412
G14,1,13,1, ,63,47,10412
G14,1,13,1, ,63,47,10412
G14,1,13,1, ,63,47,10412
50,1,16,1,N,65,33,10164
50,1,16,1,N,65,33,10164
50,1,16,1,N,65,33,10164
50,1,16,1,N,65,33,10164
50,1,16,1,N,65,33,10164
50,1,16,1,N,65,33,10164
 ,   ,16,1,N,65,33,10164
 ,   ,16,1,N,65,33,10164
 ,   ,16,1,N,65,33,10164
 ,   ,6,1,N,58,13,10340
 ,   ,6,1,N,58,13,10340
 ,   ,6,1,N,58,13,10340
 ,   ,6,1,N,58,13,10340
 ,   ,6,1,N,58,13,10340
 ,   ,6,1,N,58,13,10340
G17,1,6,1, ,58,13,10340
G17,1,6,1, ,58,13,10340
G17,1,6,1, ,58,13,10340
 ,   ,3,1,N,50,1,10913
 ,   ,3,1,N,50,1,10913
 ,   ,3,1,N,50,1,10913
N,EP4101,3,1,        ,50,1,10913
N,EP4101,3,1,        ,50,1,10913
N,EP4101,3,1,        ,50,1,10913
0,        ,3,1,300,50,1,10913
0,        ,3,1,300,50,1,10913
0,        ,3,1,300,50,1,10913
G17,1,11,1, ,8,33,11247
G17,1,11,1, ,8,33,11247
G17,1,11,1, ,8,33,11247
0, ,11,1,1,8,33,11247
0, ,11,1,1,8,33,11247
0, ,11,1,1,8,33,11247
   ,      ,3,1,   ,33,30,10926
   ,      ,3,1,   ,33,30,10926
   ,      ,3,1,   ,33,30,10926
10,1,3,1,N,33,30,10926
10,1,3,1,N,33,30,10926
10,1,3,1,N,33,30,10926
   ,N,3,1,0,33,30,10926
   ,N,3,1,0,33,30,10926
   ,N,3,1,0,33,30,10926
 ,   ,21,1,N,45,44,10221
 ,   ,21,1,N,45,44,10221
 ,   ,21,1,N,45,44,10221
A02,ATV,21,1,0,45,44,10221
A02,ATV,21,1,0,45,44,10221
A02,ATV,21,1,0,45,44,10221
N,EP4101,21,1,        ,45,44,10221
N,EP4101,21,1,        ,45,44,10221
N,EP4101,21,1,        ,45,44,10221
P01,      ,6,1,   ,93,14,10341
P01,      ,6,1,   ,93,14,10341
P01,      ,6,1,   ,93,14,10341
G17,1,6,1, ,93,14,10341
G17,1,6,1, ,93,14,10341
G17,1,6,1, ,93,14,10341
N,EP4101,6,1,        ,93,14,10341
N,EP4101,6,1,        ,93,14,10341
N,EP4101,6,1,        ,93,14,10341
 ,   ,19,1,N,67,36,10194
 ,   ,19,1,N,67,36,10194
 ,   ,19,1,N,67,36,10194
G17,1,19,1, ,67,36,10194
G17,1,19,1, ,67,36,10194
G17,1,19,1, ,67,36,10194
   ,N,19,1,0,67,36,10194
   ,N,19,1,0,67,36,10194
   ,N,19,1,0,67,36,10194
10,1,19,1,N,61,47,10493
10,1,19,1,N,61,47,10493
10,1,19,1,N,61,47,10493
50,1,19,1,N,61,47,10493
50,1,19,1,N,61,47,10493
50,1,19,1,N,61,47,10493
G17,1,19,1, ,61,47,10493
G17,1,19,1, ,61,47,10493
G17,1,19,1, ,61,47,10493
P01,      ,21,1,   ,83,44,10547
P01,      ,21,1,   ,83,44,10547
P01,      ,21,1,   ,83,44,10547
G17,1,21,1, ,83,44,10547
G17,1,21,1, ,83,44,10547
G17,1,21,1, ,83,44,10547
 ,0,21,1,0,83,44,10547
 ,0,21,1,0,83,44,10547
 ,0,21,1,0,83,44,10547
10,1,3,1,N,32,30,10616
10,1,3,1,N,32,30,10616
10,1,3,1,N,32,30,10616
G17,1,3,1, ,32,30,10616
G17,1,3,1, ,32,30,10616
G17,1,3,1, ,32,30,10616
G04,1,3,1, ,32,30,10616
G04,1,3,1, ,32,30,10616
G04,1,3,1, ,32,30,10616
G03,1,13,1, ,60,47,10729
G03,1,13,1, ,60,47,10729
G03,1,13,1, ,60,47,10729
N,EP4101,13,1,        ,60,47,10729
N,EP4101,13,1,        ,60,47,10729
N,EP4101,13,1,        ,60,47,10729
N,EP4101,13,1,        ,60,47,10729
N,EP4101,13,1,        ,60,47,10729
N,EP4101,13,1,        ,60,47,10729
   ,      ,11,1,   ,8,33,11249
   ,      ,11,1,   ,8,33,11249
   ,      ,11,1,   ,8,33,11249
30,1,11,1,N,8,33,11249
30,1,11,1,N,8,33,11249
30,1,11,1,N,8,33,11249
0, ,11,1,1,8,33,11249
0, ,11,1,1,8,33,11249
0, ,11,1,1,8,33,11249
50,1,3,1,N,4,1,10927
50,1,3,1,N,4,1,10927
50,1,3,1,N,4,1,10927
50,1,3,1,N,4,1,10927
50,1,3,1,N,4,1,10927
50,1,3,1,N,4,1,10927
G17,1,3,1, ,4,1,10927
G17,1,3,1, ,4,1,10927
G17,1,3,1, ,4,1,10927
30,1,6,1,N,93,14,10342
30,1,6,1,N,93,14,10342
30,1,6,1,N,93,14,10342
50,1,6,1,N,93,14,10342
50,1,6,1,N,93,14,10342
50,1,6,1,N,93,14,10342
 ,   ,6,1,N,93,14,10342
 ,   ,6,1,N,93,14,10342
 ,   ,6,1,N,93,14,10342
   ,      ,19,1,   ,61,47,10494
   ,      ,19,1,   ,61,47,10494
   ,      ,19,1,   ,61,47,10494
50,1,19,1,N,61,47,10494
50,1,19,1,N,61,47,10494
50,1,19,1,N,61,47,10494
G17,1,19,1, ,61,47,10494
G17,1,19,1, ,61,47,10494
G17,1,19,1, ,61,47,10494
 ,   ,13,1,N,60,47,10730
 ,   ,13,1,N,60,47,10730
 ,   ,13,1,N,60,47,10730
G17,1,13,1, ,60,47,10730
G17,1,13,1, ,60,47,10730
G17,1,13,1, ,60,47,10730
G03,1,13,1, ,60,47,10730
G03,1,13,1, ,60,47,10730
G03,1,13,1, ,60,47,10730
50,1,3,1,N,33,30,10928
50,1,3,1,N,33,30,10928
50,1,3,1,N,33,30,10928
50,1,3,1,N,33,30,10928
50,1,3,1,N,33,30,10928
50,1,3,1,N,33,30,10928
   ,N,3,1,0,33,30,10928
   ,N,3,1,0,33,30,10928
   ,N,3,1,0,33,30,10928
50,1,6,1,N,94,12,10343
50,1,6,1,N,94,12,10343
50,1,6,1,N,94,12,10343
50,1,6,1,N,94,12,10343
50,1,6,1,N,94,12,10343
50,1,6,1,N,94,12,10343
G17,1,6,1, ,94,12,10343
G17,1,6,1, ,94,12,10343
G17,1,6,1, ,94,12,10343
   ,      ,21,1,   ,84,44,10548
   ,      ,21,1,   ,84,44,10548
   ,      ,21,1,   ,84,44,10548
 ,   ,21,1,N,84,44,10548
 ,   ,21,1,N,84,44,10548
 ,   ,21,1,N,84,44,10548
G17,1,21,1, ,84,44,10548
G17,1,21,1, ,84,44,10548
G17,1,21,1, ,84,44,10548
30,1,3,1,N,32,30,10617
30,1,3,1,N,32,30,10617
30,1,3,1,N,32,30,10617
 ,   ,3,1,N,32,30,10617
 ,   ,3,1,N,32,30,10617
 ,   ,3,1,N,32,30,10617
 ,   ,3,1,N,32,30,10617
 ,   ,3,1,N,32,30,10617
 ,   ,3,1,N,32,30,10617
   ,      ,11,1,   ,77,33,11793
   ,      ,11,1,   ,77,33,11793
   ,      ,11,1,   ,77,33,11793
G17,1,11,1, ,77,33,11793
G17,1,11,1, ,77,33,11793
G17,1,11,1, ,77,33,11793
0, ,11,1,1,77,33,11793
0, ,11,1,1,77,33,11793
0, ,11,1,1,77,33,11793
   ,      ,13,1,   ,110,24,10413
   ,      ,13,1,   ,110,24,10413
   ,      ,13,1,   ,110,24,10413
50,1,13,1,N,110,24,10413
50,1,13,1,N,110,24,10413
50,1,13,1,N,110,24,10413
 ,0,13,1,0,110,24,10413
 ,0,13,1,0,110,24,10413
 ,0,13,1,0,110,24,10413
 ,   ,3,1,N,4,1,10929
 ,   ,3,1,N,4,1,10929
 ,   ,3,1,N,4,1,10929
   ,1,3,1, ,4,1,10929
   ,1,3,1, ,4,1,10929
   ,1,3,1, ,4,1,10929
G17,1,3,1, ,4,1,10929
G17,1,3,1, ,4,1,10929
G17,1,3,1, ,4,1,10929
50,1,6,1,N,95,8,10344
50,1,6,1,N,95,8,10344
50,1,6,1,N,95,8,10344
 ,   ,6,1,N,95,8,10344
 ,   ,6,1,N,95,8,10344
 ,   ,6,1,N,95,8,10344
N,EP4101,6,1,        ,95,8,10344
N,EP4101,6,1,        ,95,8,10344
N,EP4101,6,1,        ,95,8,10344
   ,      ,10,1,   ,11,18,10046
   ,      ,10,1,   ,11,18,10046
   ,      ,10,1,   ,11,18,10046
10,1,10,1,N,11,18,10046
10,1,10,1,N,11,18,10046
10,1,10,1,N,11,18,10046
50,1,10,1,N,11,18,10046
50,1,10,1,N,11,18,10046
50,1,10,1,N,11,18,10046
50,1,10,1,N,11,18,10046
50,1,10,1,N,11,18,10046
50,1,10,1,N,11,18,10046
10,1,3,1,N,53,30,10618
10,1,3,1,N,53,30,10618
10,1,3,1,N,53,30,10618
50,1,3,1,N,53,30,10618
50,1,3,1,N,53,30,10618
50,1,3,1,N,53,30,10618
G14,1,3,1, ,53,30,10618
G14,1,3,1, ,53,30,10618
G14,1,3,1, ,53,30,10618
   ,      ,12,1,   ,66,22,11925
   ,      ,12,1,   ,66,22,11925
   ,      ,12,1,   ,66,22,11925
G17,1,12,1, ,66,22,11925
G17,1,12,1, ,66,22,11925
G17,1,12,1, ,66,22,11925
0, ,12,1,1,66,22,11925
0, ,12,1,1,66,22,11925
0, ,12,1,1,66,22,11925
TRK, ,3,1,N,31,30,10930
TRK, ,3,1,N,31,30,10930
TRK, ,3,1,N,31,30,10930
G17,1,3,1, ,31,30,10930
G17,1,3,1, ,31,30,10930
G17,1,3,1, ,31,30,10930
0,        ,3,1,300,31,30,10930
0,        ,3,1,300,31,30,10930
0,        ,3,1,300,31,30,10930
50,1,10,1,N,11,18,10047
50,1,10,1,N,11,18,10047
50,1,10,1,N,11,18,10047
50,1,10,1,N,11,18,10047
50,1,10,1,N,11,18,10047
50,1,10,1,N,11,18,10047
 ,   ,10,1,N,11,18,10047
 ,   ,10,1,N,11,18,10047
 ,   ,10,1,N,11,18,10047
 ,   ,10,1,N,11,18,10047
 ,   ,10,1,N,11,18,10047
 ,   ,10,1,N,11,18,10047
P01,      ,19,1,   ,61,47,10495
P01,      ,19,1,   ,61,47,10495
P01,      ,19,1,   ,61,47,10495
10,1,19,1,N,61,47,10495
10,1,19,1,N,61,47,10495
10,1,19,1,N,61,47,10495
G03,1,19,1, ,61,47,10495
G03,1,19,1, ,61,47,10495
G03,1,19,1, ,61,47,10495
30,1,21,1,N,17,44,10549
30,1,21,1,N,17,44,10549
30,1,21,1,N,17,44,10549
G17,1,21,1, ,17,44,10549
G17,1,21,1, ,17,44,10549
G17,1,21,1, ,17,44,10549
   ,N,21,1,0,17,44,10549
   ,N,21,1,0,17,44,10549
   ,N,21,1,0,17,44,10549
G15,1,12,1, ,66,22,11971
G15,1,12,1, ,66,22,11971
G15,1,12,1, ,66,22,11971
0, ,12,1,1,66,22,11971
0, ,12,1,1,66,22,11971
0, ,12,1,1,66,22,11971
50,1,11,1,N,91,33,10065
50,1,11,1,N,91,33,10065
50,1,11,1,N,91,33,10065
50,1,11,1,N,91,33,10065
50,1,11,1,N,91,33,10065
50,1,11,1,N,91,33,10065
G14,1,11,1, ,91,33,10065
G14,1,11,1, ,91,33,10065
G14,1,11,1, ,91,33,10065
G19,1,11,1, ,91,33,10065
G19,1,11,1, ,91,33,10065
G19,1,11,1, ,91,33,10065
50,1,19,1,N,1,45,10195
50,1,19,1,N,1,45,10195
50,1,19,1,N,1,45,10195
 ,   ,19,1,N,1,45,10195
 ,   ,19,1,N,1,45,10195
 ,   ,19,1,N,1,45,10195
   ,1,19,1, ,1,45,10195
   ,1,19,1, ,1,45,10195
   ,1,19,1, ,1,45,10195
50,1,13,1,N,9,24,10414
50,1,13,1,N,9,24,10414
50,1,13,1,N,9,24,10414
   ,1,13,1, ,9,24,10414
   ,1,13,1, ,9,24,10414
   ,1,13,1, ,9,24,10414
0, ,13,1,1,9,24,10414
0, ,13,1,1,9,24,10414
0, ,13,1,1,9,24,10414
   ,      ,3,1,   ,32,30,10931
   ,      ,3,1,   ,32,30,10931
   ,      ,3,1,   ,32,30,10931
 ,   ,3,1,N,32,30,10931
 ,   ,3,1,N,32,30,10931
 ,   ,3,1,N,32,30,10931
   ,N,3,1,0,32,30,10931
   ,N,3,1,0,32,30,10931
   ,N,3,1,0,32,30,10931
P01,      ,21,1,   ,45,44,10222
P01,      ,21,1,   ,45,44,10222
P01,      ,21,1,   ,45,44,10222
50,1,21,1,N,45,44,10222
50,1,21,1,N,45,44,10222
50,1,21,1,N,45,44,10222
G17,1,21,1, ,45,44,10222
G17,1,21,1, ,45,44,10222
