BudgetPeriod,Budget Amount,BudgetYear,Customer Number,textBudgetPeriod
8,1751.9328,2009,10026581,Aug
8,1786.7844,2009,10011360,Aug
8,1817.2512,2009,10011546,Aug
8,1601.6556,2009,10005006,Aug
8,1993.2156,2009,10021179,Aug
8,1920.5784,2009,10018877,Aug
8,1806.7696,2009,10006983,Aug
8,1926.3972,2009,10007577,Aug
8,2002.5548,2009,10026843,Aug
8,2012.592,2009,10025296,Aug
8,2460.3696,2009,10002746,Aug
8,2520.7308,2009,10009654,Aug
8,2180.3632,2009,10011979,Aug
8,2744.9064,2009,10009633,Aug
8,2751.084,2009,10019388,Aug
8,2455.1028,2009,10025758,Aug
8,2487.0084,2009,10017072,Aug
8,2962.5048,2009,10018871,Aug
8,3121.8588,2009,10021494,Aug
8,3322.1448,2009,10021412,Aug
8,3016.9248,2009,10022750,Aug
8,2910.6408,2009,10020962,Aug
8,2945.6376,2009,10002501,Aug
8,3340.8648,2009,10024246,Aug
8,3014.518,2009,10011600,Aug
8,3057.9788,2009,10024248,Aug
8,3061.1896,2009,10015011,Aug
8,3081.908,2009,10019410,Aug
8,3142.7752,2009,10025248,Aug
8,3229.2644,2009,10004602,Aug
8,3339.0112,2009,10019682,Aug
8,3364.5596,2009,10014238,Aug
8,3452.6496,2009,10013670,Aug
8,4085.1756,2009,10025288,Aug
8,4086.8064,2009,10025791,Aug
8,4200.552,2009,10011623,Aug
8,3639.8696,2009,10020715,Aug
8,3689.9912,2009,10009652,Aug
8,3785.2664,2009,10011499,Aug
8,4222.512,2009,10020915,Aug
8,4232.9292,2009,10019617,Aug
8,4853.4616,2009,10013899,Aug
8,5046.8832,2009,10022166,Aug
8,4601.0688,2009,10012158,Aug
8,4563.2644,2009,10008134,Aug
8,5309.9696,2009,10024915,Aug
8,4701.1724,2009,10025024,Aug
8,5620.7304,2009,10021936,Aug
8,4851.5004,2009,10019913,Aug
8,5706.342,2009,10015275,Aug
8,5815.7784,2009,10009606,Aug
8,5261.1456,2009,10020364,Aug
8,5278.3968,2009,10023275,Aug
8,5135.9736,2009,10013232,Aug
8,5160.2064,2009,10021270,Aug
8,5423.7504,2009,10025284,Aug
8,6108.8796,2009,10020192,Aug
8,6260.7708,2009,10023964,Aug
8,5546.6616,2009,10002709,Aug
8,6538.1904,2009,10012600,Aug
8,5607.7588,2009,10007253,Aug
8,6613.932,2009,10026522,Aug
8,6946.7112,2009,10024022,Aug
8,5966.6508,2009,10013188,Aug
8,6303.8784,2009,10006917,Aug
8,6090.2712,2009,10026294,Aug
8,6351.4684,2009,10025037,Aug
8,6647.138,2009,10000472,Aug
8,7167.9648,2009,10025239,Aug
8,7034.2832,2009,10025814,Aug
8,8181.576,2009,10017553,Aug
8,9436.3568,2009,10020390,Aug
8,8471.636,2009,10021418,Aug
8,10280.4768,2009,10021911,Aug
8,9004.822,2009,10010970,Aug
8,9181.4068,2009,10020445,Aug
8,9186.6968,2009,10006846,Aug
8,10860.156,2009,10013341,Aug
8,11008.17,2009,10009643,Aug
8,11409.6708,2009,10027572,Aug
8,11574.9972,2009,10021286,Aug
8,11756.7504,2009,10002136,Aug
8,10284.2108,2009,10016549,Aug
8,10778.7936,2009,10020639,Aug
8,11904.88,2009,10003857,Aug
8,10609.624,2009,10025246,Aug
8,11045.1244,2009,10019150,Aug
8,14176.7172,2009,10010832,Aug
8,12340.42,2009,10010855,Aug
8,12912.9912,2009,10014810,Aug
8,12972.0828,2009,10027583,Aug
8,14069.4864,2009,10015325,Aug
8,17181.8604,2009,10025269,Aug
8,17305.65,2009,10007121,Aug
8,16698.2608,2009,10021297,Aug
8,16333.8432,2009,10019952,Aug
8,15739.2128,2009,10025063,Aug
8,15897.8852,2009,10020492,Aug
8,16619.524,2009,10025238,Aug
8,16692.3696,2009,10002142,Aug
8,17055.0152,2009,10025287,Aug
8,19606.6832,2009,10020449,Aug
8,20398.5216,2009,10000460,Aug
8,17808.7252,2009,10027381,Aug
8,19016.9568,2009,10007123,Aug
8,19619.4784,2009,10023241,Aug
8,20824.0896,2009,10023489,Aug
8,25831.3952,2009,10009672,Aug
8,25185.8096,2009,10009907,Aug
8,28805.9928,2009,10015789,Aug
8,29501.6384,2009,10020849,Aug
8,26951.7128,2009,10025575,Aug
8,29471.088,2009,10024270,Aug
8,30126.642,2009,10007536,Aug
8,34498.3392,2009,10002161,Aug
8,33253.7404,2009,10024010,Aug
8,35098.0032,2009,10008893,Aug
8,34770.0752,2009,10008602,Aug
8,42326.9712,2009,10020193,Aug
8,36699.122,2009,10018665,Aug
8,37297.49,2009,10011093,Aug
8,43929.972,2009,10022687,Aug
8,44563.608,2009,10013426,Aug
8,44876.2704,2009,10025515,Aug
8,48500.0352,2009,10007564,Aug
8,44143.2468,2009,10021459,Aug
8,50001.1928,2009,10026299,Aug
8,44967.7784,2009,10018885,Aug
8,51285.1976,2009,10014471,Aug
8,46734.068,2009,10012128,Aug
8,52585.4592,2009,10025778,Aug
8,57229.0264,2009,10015956,Aug
8,66964.59,2009,10020927,Aug
8,62668.8912,2009,10017638,Aug
8,67447.4172,2009,10017576,Aug
8,79811.514,2009,10026291,Aug
8,76937.714,2009,10008593,Aug
8,88055.4376,2009,10020663,Aug
8,95240.9016,2009,10021203,Aug
8,84712.9248,2009,10026268,Aug
8,99199.4472,2009,10007183,Aug
8,89395.2868,2009,10019066,Aug
8,110670.2244,2009,10020864,Aug
8,94386.756,2009,10005922,Aug
8,97772.3008,2009,10006836,Aug
8,113780.2016,2009,10025552,Aug
8,104574.5508,2009,10018363,Aug
8,128436.5268,2009,10021222,Aug
8,124289.1312,2009,10019942,Aug
8,138994.3908,2009,10022167,Aug
8,137839.9464,2009,10010923,Aug
8,125052.6744,2009,10010935,Aug
8,128448.8268,2009,10026868,Aug
8,193771.4832,2009,10009653,Aug
8,208903.8112,2009,10023471,Aug
8,344873.8188,2009,10024999,Aug
8,1113004.1412,2009,10002154,Aug
8,1754964.684,2009,10025039,Aug
9,2614.46,2009,10023793,Sep
9,30377.28,2009,10025024,Sep
9,150509.64,2009,10002161,Sep
9,0,2009,10015325,Sep
9,0,2009,10025305,Sep
9,0,2009,10025269,Sep
9,0,2009,10000455,Sep
9,0,2009,10022755,Sep
9,0,2009,10017072,Sep
9,0,2009,10014495,Sep
9,0,2009,10018352,Sep
9,0,2009,10020445,Sep
9,0,2009,10023275,Sep
9,0,2009,10021185,Sep
9,0,2009,10016045,Sep
9,0,2009,10019900,Sep
9,0,2009,10008593,Sep
9,0,2009,10023471,Sep
9,0,2009,10022167,Sep
9,0,2009,10027381,Sep
9,0,2009,10011981,Sep
9,0,2009,10006093,Sep
9,0,2009,10003749,Sep
9,0,2009,10004255,Sep
9,0,2009,10026581,Sep
9,0,2009,10025284,Sep
9,0,2009,10023489,Sep
9,0,2009,10019678,Sep
9,0,2009,10026522,Sep
9,0,2009,10025287,Sep
9,0,2009,10020639,Sep
9,0,2009,10007591,Sep
9,0,2009,10024009,Sep
9,0,2009,10025304,Sep
9,0,2009,10024010,Sep
9,0,2009,10018867,Sep
9,0,2009,10025248,Sep
9,0,2009,10018580,Sep
9,0,2009,10007123,Sep
9,0,2009,10025299,Sep
9,0,2009,10026078,Sep
9,0,2009,10000466,Sep
9,0,2009,10019388,Sep
9,0,2009,10020663,Sep
9,0,2009,10017852,Sep
9,0,2009,10025778,Sep
9,0,2009,10013188,Sep
9,0,2009,10015275,Sep
9,0,2009,10020662,Sep
9,0,2009,10025249,Sep
9,0,2009,10010935,Sep
9,0,2009,10007566,Sep
9,0,2009,10021179,Sep
9,0,2009,10008134,Sep
9,0,2009,10009633,Sep
9,0,2009,10022750,Sep
9,0,2009,10022456,Sep
9,0,2009,10021222,Sep
9,0,2009,10013232,Sep
9,0,2009,10015011,Sep
9,0,2009,10021139,Sep
9,0,2009,10019909,Sep
9,0,2009,10022490,Sep
9,0,2009,10020915,Sep
9,0,2009,10022470,Sep
9,0,2009,10026299,Sep
9,0,2009,10009653,Sep
9,0,2009,10023964,Sep
9,0,2009,10027119,Sep
9,0,2009,10026606,Sep
9,0,2009,10009657,Sep
9,0,2009,10023003,Sep
9,0,2009,10000472,Sep
9,0,2009,10015793,Sep
9,0,2009,10024725,Sep
9,0,2009,10009639,Sep
9,0,2009,10018665,Sep
9,0,2009,10021936,Sep
9,0,2009,10014238,Sep
9,0,2009,10009645,Sep
9,0,2009,10025575,Sep
9,0,2009,10009907,Sep
9,0,2009,10024550,Sep
9,0,2009,10009669,Sep
9,0,2009,10023241,Sep
9,0,2009,10014471,Sep
9,0,2009,10017638,Sep
9,0,2009,10024034,Sep
9,0,2009,10025252,Sep
9,0,2009,10000460,Sep
9,0,2009,10022962,Sep
9,0,2009,10016549,Sep
9,0,2009,10002244,Sep
9,0,2009,10024270,Sep
9,0,2009,10025237,Sep
9,0,2009,10007121,Sep
9,0,2009,10025791,Sep
9,0,2009,10027370,Sep
9,0,2009,10002765,Sep
9,0,2009,10022725,Sep
9,0,2009,10012425,Sep
9,0,2009,10025264,Sep
9,0,2009,10019410,Sep
9,0,2009,10005006,Sep
9,0,2009,10026294,Sep
9,0,2009,10019942,Sep
9,0,2009,10020192,Sep
9,0,2009,10002506,Sep
9,0,2009,10000461,Sep
9,0,2009,10022687,Sep
9,0,2009,10012422,Sep
9,0,2009,10024016,Sep
9,0,2009,10020962,Sep
9,0,2009,10009652,Sep
9,0,2009,10011979,Sep
9,0,2009,10021736,Sep
9,0,2009,10020449,Sep
9,0,2009,10026868,Sep
9,0,2009,10024248,Sep
9,0,2009,10021911,Sep
9,0,2009,10020927,Sep
9,0,2009,10023538,Sep
9,0,2009,10025022,Sep
9,0,2009,10013238,Sep
9,0,2009,10021223,Sep
9,0,2009,10018871,Sep
9,0,2009,10025063,Sep
9,0,2009,10020184,Sep
9,0,2009,10025241,Sep
9,0,2009,10025024,Sep
9,0,2009,10021184,Sep
9,0,2009,10009623,Sep
9,0,2009,10002746,Sep
9,0,2009,10024999,Sep
9,0,2009,10007268,Sep
9,0,2009,10006805,Sep
9,0,2009,10013252,Sep
9,0,2009,10011724,Sep
9,0,2009,10021575,Sep
9,0,2009,10021242,Sep
9,0,2009,10020256,Sep
9,0,2009,10018890,Sep
9,0,2009,10024246,Sep
9,0,2009,10025039,Sep
9,0,2009,10010855,Sep
9,0,2009,10022978,Sep
9,0,2009,10026291,Sep
9,0,2009,10025515,Sep
9,0,2009,10025288,Sep
9,0,2009,10020909,Sep
9,0,2009,10019617,Sep
9,0,2009,10021270,Sep
9,0,2009,10017314,Sep
9,0,2009,10023760,Sep
9,0,2009,10002154,Sep
9,0,2009,10021380,Sep
9,0,2009,10027053,Sep
9,0,2009,10026268,Sep
9,0,2009,10025758,Sep
9,0,2009,10016780,Sep
9,0,2009,10021297,Sep
9,0,2009,10025239,Sep
9,0,2009,10000474,Sep
9,0,2009,10010923,Sep
9,0,2009,10011923,Sep
9,0,2009,10011499,Sep
9,0,2009,10025246,Sep
9,0,2009,10021203,Sep
9,0,2009,10021286,Sep
9,0,2009,10020864,Sep
9,0,2009,10009156,Sep
9,0,2009,10006919,Sep
9,0,2009,10017290,Sep
9,0,2009,10020849,Sep
9,0,2009,10014810,Sep
9,0,2009,10002136,Sep
9,0,2009,10000458,Sep
9,0,2009,10003857,Sep
9,0,2009,10020281,Sep
9,0,2009,10021305,Sep
9,0,2009,10021107,Sep
9,0,2009,10024477,Sep
9,0,2009,10027572,Sep
9,0,2009,10024022,Sep
9,0,2009,10006917,Sep
9,0,2009,10013052,Sep
9,0,2009,10025247,Sep
9,0,2009,10005236,Sep
9,0,2009,10019682,Sep
9,0,2009,10020388,Sep
9,0,2009,10016784,Sep
9,0,2009,10007536,Sep
9,0,2009,10007253,Sep
9,0,2009,10015956,Sep
9,0,2009,10007866,Sep
9,0,2009,10002150,Sep
9,0,2009,10013670,Sep
9,0,2009,10020491,Sep
9,0,2009,10011089,Sep
9,0,2009,10023780,Sep
9,0,2009,10020364,Sep
9,0,2009,10023759,Sep
9,0,2009,10025062,Sep
9,0,2009,10021668,Sep
9,0,2009,10002137,Sep
9,0,2009,10020390,Sep
9,0,2009,10011842,Sep
9,0,2009,10019420,Sep
9,0,2009,10024499,Sep
9,0,2009,10024704,Sep
9,0,2009,10013426,Sep
9,0,2009,10027583,Sep
9,0,2009,10009654,Sep
9,0,2009,10002501,Sep
9,0,2009,10002709,Sep
9,0,2009,10008381,Sep
9,0,2009,10025771,Sep
9,0,2009,10023022,Sep
9,0,2009,10002115,Sep
9,0,2009,10013899,Sep
9,0,2009,10021459,Sep
9,0,2009,10009662,Sep
9,0,2009,10006983,Sep
9,0,2009,10018129,Sep
9,0,2009,10024541,Sep
9,0,2009,10013039,Sep
9,0,2009,10015886,Sep
9,0,2009,10023757,Sep
9,0,2009,10027575,Sep
9,0,2009,10011093,Sep
9,0,2009,10009672,Sep
9,0,2009,10008602,Sep
9,0,2009,10011821,Sep
9,0,2009,10015030,Sep
9,0,2009,10007258,Sep
9,0,2009,10018363,Sep
9,0,2009,10019150,Sep
9,0,2009,10006836,Sep
9,0,2009,10025037,Sep
9,0,2009,10010974,Sep
9,0,2009,10019066,Sep
9,0,2009,10014779,Sep
9,0,2009,10025238,Sep
9,0,2009,10021804,Sep
9,0,2009,10004602,Sep
9,0,2009,10002140,Sep
9,0,2009,10025302,Sep
9,0,2009,10002161,Sep
9,0,2009,10021494,Sep
9,0,2009,10011546,Sep
9,0,2009,10025291,Sep
9,0,2009,10027356,Sep
9,0,2009,10011360,Sep
9,0,2009,10018885,Sep
9,0,2009,10009643,Sep
9,0,2009,10020492,Sep
9,0,2009,10017576,Sep
9,0,2009,10010970,Sep
9,0,2009,10011623,Sep
9,0,2009,10018868,Sep
9,0,2009,10020193,Sep
9,0,2009,10019952,Sep
9,0,2009,10013061,Sep
9,0,2009,10002142,Sep
9,0,2009,10007183,Sep
9,0,2009,10025296,Sep
9,0,2009,10006916,Sep
9,0,2009,10010717,Sep
9,0,2009,10000457,Sep
9,0,2009,10005922,Sep
9,0,2009,10002240,Sep
9,0,2009,10027348,Sep
9,0,2009,10012158,Sep
9,0,2009,10024915,Sep
9,0,2009,10008893,Sep
9,0,2009,10010832,Sep
9,0,2009,10007577,Sep
9,0,2009,10012128,Sep
9,0,2009,10025814,Sep
9,0,2009,10021411,Sep
9,0,2009,10022764,Sep
9,0,2009,10020446,Sep
9,0,2009,10024919,Sep
9,0,2009,10019400,Sep
9,0,2009,10020306,Sep
9,0,2009,10002139,Sep
9,0,2009,10002117,Sep
9,0,2009,10010882,Sep
9,0,2009,10014059,Sep
9,0,2009,10025300,Sep
9,0,2009,10020239,Sep
9,0,2009,10021232,Sep
9,-5013.6424,2009,10025302,Sep
9,-3980.5088,2009,10021936,Sep
9,-2123.7188,2009,10020927,Sep
9,-922.668,2009,10012422,Sep
9,-332.028,2009,10018867,Sep
9,1.15,2009,10018644,Sep
9,7.2468,2009,10002150,Sep
9,13.3216,2009,10017852,Sep
9,22.4316,2009,10025791,Sep
9,32.2704,2009,10011923,Sep
9,29.118,2009,10024550,Sep
9,33.1872,2009,10016045,Sep
9,32.0344,2009,10002115,Sep
9,53.2588,2009,10011842,Sep
9,56.534,2009,10027370,Sep
9,60.3152,2009,10009645,Sep
9,68.0984,2009,10006846,Sep
9,78.1448,2009,10002140,Sep
9,83.4624,2009,10025288,Sep
9,99.6948,2009,10023003,Sep
9,96.002,2009,10014495,Sep
9,110.656,2009,10010974,Sep
9,121.3704,2009,10023022,Sep
9,123.6872,2009,10024016,Sep
9,109.71,2009,10007564,Sep
9,128.5232,2009,10021185,Sep
9,117.0608,2009,10013238,Sep
9,117.6864,2009,10007566,Sep
9,135.9072,2009,10009660,Sep
9,122.3416,2009,10024499,Sep
9,148.5648,2009,10022470,Sep
9,132.1304,2009,10025264,Sep
9,132.2776,2009,10021575,Sep
9,157.2048,2009,10027053,Sep
9,137.0156,2009,10007577,Sep
9,142.1216,2009,10005138,Sep
9,181.2132,2009,10019952,Sep
9,182.7792,2009,10013061,Sep
9,158.0376,2009,10020388,Sep
9,166.1244,2009,10020446,Sep
9,195.048,2009,10000474,Sep
9,192.3064,2009,10016780,Sep
9,185.2704,2009,10018623,Sep
9,186.898,2009,10023703,Sep
9,195.648,2009,10009642,Sep
9,193.8348,2009,10022456,Sep
9,233.982,2009,10002117,Sep
9,200.4312,2009,10011093,Sep
9,201.7468,2009,10020962,Sep
9,228.124,2009,10024541,Sep
9,235.2376,2009,10018890,Sep
9,215.8596,2009,10022755,Sep
9,268.8816,2009,10025296,Sep
9,259.118,2009,10019617,Sep
9,320.0808,2009,10018580,Sep
9,388.2492,2009,10025237,Sep
9,379.548,2009,10020306,Sep
9,397.5816,2009,10015824,Sep
9,444.0904,2009,10025814,Sep
9,468.3312,2009,10013039,Sep
9,480.168,2009,10006917,Sep
9,421.9212,2009,10013232,Sep
9,506.25,2009,10021107,Sep
9,493.688,2009,10025300,Sep
9,539.6868,2009,10025022,Sep
9,484.5732,2009,10021380,Sep
9,487.3792,2009,10014059,Sep
9,553.2696,2009,10006983,Sep
9,510.7872,2009,10020849,Sep
9,500.0016,2009,10020256,Sep
9,505.2456,2009,10011089,Sep
9,539.6736,2009,10021184,Sep
9,670.1076,2009,10002506,Sep
9,575.6348,2009,10024009,Sep
9,601.7444,2009,10013870,Sep
9,720.2952,2009,10022962,Sep
9,758.5812,2009,10011821,Sep
9,684.5952,2009,10021305,Sep
9,845.37,2009,10018352,Sep
9,770.208,2009,10019400,Sep
9,871.4952,2009,10009639,Sep
9,891.7992,2009,10025241,Sep
9,793.6748,2009,10025305,Sep
9,933.3468,2009,10026606,Sep
9,975.6936,2009,10002137,Sep
9,921.6768,2009,10009652,Sep
9,976.4832,2009,10006093,Sep
9,954.8864,2009,10009662,Sep
9,1149.1308,2009,10007258,Sep
9,1025.5884,2009,10013052,Sep
9,1241.8272,2009,10019420,Sep
9,1264.6584,2009,10024034,Sep
9,1378.404,2009,10019410,Sep
9,1360.4136,2009,10013899,Sep
9,1366.82,2009,10024477,Sep
9,1219.2576,2009,10025515,Sep
9,1331.6448,2009,10015793,Sep
9,1501.6536,2009,10019909,Sep
9,1302.0208,2009,10022978,Sep
9,1577.3832,2009,10020491,Sep
9,1520.5736,2009,10014238,Sep
9,1530.3808,2009,10026581,Sep
9,1363.0444,2009,10008602,Sep
9,1408.3268,2009,10019388,Sep
9,1595.0792,2009,10025284,Sep
9,1686.4632,2009,10006916,Sep
9,1438.4476,2009,10008134,Sep
9,1453.3332,2009,10021242,Sep
9,1816.83,2009,10008893,Sep
9,1848.4416,2009,10024010,Sep
9,1610.2484,2009,10018665,Sep
9,1621.1136,2009,10018871,Sep
9,1648.456,2009,10011499,Sep
9,1901.9208,2009,10000458,Sep
9,1799.5016,2009,10002746,Sep
9,1834.3236,2009,10027575,Sep
9,2154.06,2009,10009633,Sep
9,1912.1832,2009,10017314,Sep
9,1979.3984,2009,10021179,Sep
9,2061.8396,2009,10002240,Sep
9,2467.1712,2009,10025252,Sep
9,2615.706,2009,10012128,Sep
9,2393.2144,2009,10025771,Sep
9,2782.3224,2009,10020281,Sep
9,2471.1476,2009,10007121,Sep
9,2954.3832,2009,10004255,Sep
9,2982.0856,2009,10017072,Sep
9,3157.164,2009,10002139,Sep
9,3045.1824,2009,10010970,Sep
9,2859.6768,2009,10015030,Sep
9,2854.5668,2009,10023538,Sep
9,2858.578,2009,10015886,Sep
9,3382.2792,2009,10022687,Sep
9,3075.168,2009,10022490,Sep
9,3462.966,2009,10024704,Sep
9,3366.324,2009,10018885,Sep
9,3370.6712,2009,10023760,Sep
9,2983.3484,2009,10020492,Sep
9,3029.1,2009,10020390,Sep
9,3058.678,2009,10005922,Sep
9,3576.4664,2009,10007866,Sep
9,3761.1864,2009,10022764,Sep
9,3631.7216,2009,10025246,Sep
9,3245.99,2009,10013341,Sep
9,3719.508,2009,10021494,Sep
9,3913.3744,2009,10013252,Sep
9,3522.726,2009,10020192,Sep
9,3541.3008,2009,10005236,Sep
9,3820.3008,2009,10021411,Sep
9,3737.27,2009,10015011,Sep
9,4396.194,2009,10021270,Sep
9,3749.9568,2009,10022750,Sep
9,3759.7456,2009,10000466,Sep
9,3776.1584,2009,10004602,Sep
9,3849.3812,2009,10020449,Sep
9,4049.0592,2009,10027356,Sep
9,4399.2416,2009,10027560,Sep
9,4137.2952,2009,10002501,Sep
9,4917.1968,2009,10007123,Sep
9,4339.1708,2009,10020915,Sep
9,5261.0472,2009,10024248,Sep
9,4541.0648,2009,10017290,Sep
9,4623.4324,2009,10010855,Sep
9,5040.384,2009,10021286,Sep
9,4842.3832,2009,10008593,Sep
9,5257.1136,2009,10019682,Sep
9,5126.2492,2009,10011623,Sep
9,5154.8704,2009,10020662,Sep
9,6418.3104,2009,10024915,Sep
9,6479.4924,2009,10025248,Sep
9,5882.434,2009,10002765,Sep
9,5955.8776,2009,10016549,Sep
9,6306.768,2009,10009907,Sep
9,6068.182,2009,10010882,Sep
9,6397.2768,2009,10007183,Sep
9,6213.1464,2009,10019678,Sep
9,6465.4472,2009,10018877,Sep
9,6871.9216,2009,10009672,Sep
9,7153.8372,2009,10026294,Sep
9,8595.5472,2009,10000460,Sep
9,7388.2256,2009,10026078,Sep
9,7568.2236,2009,10014810,Sep
9,7737.4852,2009,10025758,Sep
9,7889.9384,2009,10020909,Sep
9,9052.0144,2009,10026522,Sep
9,9720.0108,2009,10021911,Sep
9,8540.2772,2009,10013670,Sep
9,9809.2072,2009,10016784,Sep
9,9912.4376,2009,10019900,Sep
9,8938.444,2009,10013188,Sep
9,10508.6268,2009,10025037,Sep
9,11211.9336,2009,10007253,Sep
9,10546.0896,2009,10002136,Sep
9,12382.2,2009,10021139,Sep
9,11374.0032,2009,10015325,Sep
9,11780.9864,2009,10007591,Sep
9,11829.3508,2009,10010717,Sep
9,12351.3984,2009,10021668,Sep
9,13081.8296,2009,10015956,Sep
9,13394.6296,2009,10009653,Sep
9,15885.18,2009,10021736,Sep
9,15915.4008,2009,10023241,Sep
9,18575.6976,2009,10020445,Sep
9,15944.4832,2009,10019150,Sep
9,16134.7116,2009,10027583,Sep
9,19170.164,2009,10025239,Sep
9,17559.7916,2009,10015275,Sep
9,18399.5308,2009,10027572,Sep
9,21912.5736,2009,10011360,Sep
9,21827.2288,2009,10026291,Sep
9,19906.2884,2009,10025299,Sep
9,22606.5696,2009,10026868,Sep
9,24514.932,2009,10009643,Sep
9,26159.5224,2009,10000472,Sep
9,25380.9608,2009,10017576,Sep
9,26368.68,2009,10005006,Sep
9,23480.2492,2009,10025287,Sep
9,29430.756,2009,10018129,Sep
9,26364.8256,2009,10023964,Sep
9,29817.9684,2009,10003857,Sep
9,29903.1804,2009,10013426,Sep
9,25493.4668,2009,10018363,Sep
9,27500.352,2009,10019942,Sep
9,26567.6312,2009,10025778,Sep
9,28882.4248,2009,10006836,Sep
9,30139.8808,2009,10024725,Sep
9,34450.5408,2009,10026268,Sep
9,35896.9104,2009,10025062,Sep
9,35961.3864,2009,10025304,Sep
9,32088.9216,2009,10020639,Sep
9,30820.7176,2009,10020364,Sep
9,31002.8592,2009,10011546,Sep
9,39863.9016,2009,10025269,Sep
9,36072.326,2009,10024246,Sep
9,36784.3508,2009,10020193,Sep
9,44570.1204,2009,10014779,Sep
9,39013.6488,2009,10025063,Sep
9,44113.9192,2009,10023780,Sep
9,40017.4792,2009,10021203,Sep
9,45785.3448,2009,10025575,Sep
9,40716.9368,2009,10024022,Sep
9,51401.0988,2009,10018868,Sep
9,44165.566,2009,10023759,Sep
9,52916.0008,2009,10027381,Sep
9,49395.9684,2009,10023489,Sep
9,61580.52,2009,10015789,Sep
9,53370.0924,2009,10021459,Sep
9,53920.3904,2009,10025238,Sep
9,65882.4504,2009,10021297,Sep
9,74482.772,2009,10014471,Sep
9,77914.6464,2009,10024270,Sep
9,76449.4608,2009,10025291,Sep
9,94515.5848,2009,10020663,Sep
9,84075.3408,2009,10010923,Sep
9,99771.6512,2009,10011979,Sep
9,100051.7204,2009,10027119,Sep
9,102174.3444,2009,10024999,Sep
9,126615.7084,2009,10023471,Sep
9,170878.5612,2009,10022167,Sep
9,159756.4636,2009,10023275,Sep
9,191764.8864,2009,10021804,Sep
9,168766.6124,2009,10026299,Sep
9,169869.996,2009,10021222,Sep
9,214005.116,2009,10019066,Sep
9,201535.6968,2009,10027348,Sep
9,299521.3032,2009,10007536,Sep
9,260868.7784,2009,10002142,Sep
9,515495.6856,2009,10006919,Sep
9,552225.6024,2009,10017638,Sep
9,610054.1528,2009,10025039,Sep
9,887552.1244,2009,10002154,Sep
10,219.69,2009,10020256,Oct
10,11196.46,2009,10014810,Oct
10,51442.71,2009,10006836,Oct
10,0,2009,10015325,Oct
10,0,2009,10025305,Oct
10,0,2009,10025269,Oct
10,0,2009,10022755,Oct
10,0,2009,10017072,Oct
10,0,2009,10014495,Oct
10,0,2009,10020445,Oct
10,0,2009,10017036,Oct
10,0,2009,10023275,Oct
10,0,2009,10008593,Oct
10,0,2009,10023471,Oct
10,0,2009,10023516,Oct
10,0,2009,10022167,Oct
10,0,2009,10027381,Oct
10,0,2009,10006093,Oct
10,0,2009,10004255,Oct
10,0,2009,10026581,Oct
10,0,2009,10025284,Oct
10,0,2009,10023489,Oct
10,0,2009,10019678,Oct
10,0,2009,10026522,Oct
10,0,2009,10025287,Oct
10,0,2009,10020639,Oct
10,0,2009,10007591,Oct
10,0,2009,10025038,Oct
10,0,2009,10025304,Oct
10,0,2009,10024010,Oct
10,0,2009,10025248,Oct
10,0,2009,10018580,Oct
10,0,2009,10026006,Oct
10,0,2009,10007123,Oct
10,0,2009,10025021,Oct
10,0,2009,10025299,Oct
10,0,2009,10026078,Oct
10,0,2009,10000466,Oct
10,0,2009,10019388,Oct
10,0,2009,10020663,Oct
10,0,2009,10017852,Oct
10,0,2009,10025778,Oct
10,0,2009,10013188,Oct
10,0,2009,10015275,Oct
10,0,2009,10026334,Oct
10,0,2009,10020662,Oct
10,0,2009,10025249,Oct
10,0,2009,10010935,Oct
10,0,2009,10007566,Oct
10,0,2009,10021179,Oct
10,0,2009,10008134,Oct
10,0,2009,10009633,Oct
10,0,2009,10025251,Oct
10,0,2009,10022750,Oct
10,0,2009,10022456,Oct
10,0,2009,10021222,Oct
10,0,2009,10013232,Oct
10,0,2009,10015011,Oct
10,0,2009,10022490,Oct
10,0,2009,10020915,Oct
10,0,2009,10026299,Oct
10,0,2009,10011732,Oct
10,0,2009,10009653,Oct
10,0,2009,10023964,Oct
10,0,2009,10027119,Oct
10,0,2009,10026606,Oct
10,0,2009,10018628,Oct
10,0,2009,10009657,Oct
10,0,2009,10023003,Oct
10,0,2009,10000472,Oct
10,0,2009,10024725,Oct
10,0,2009,10009639,Oct
10,0,2009,10018665,Oct
10,0,2009,10021936,Oct
10,0,2009,10014238,Oct
10,0,2009,10025575,Oct
10,0,2009,10009907,Oct
10,0,2009,10015824,Oct
10,0,2009,10024550,Oct
10,0,2009,10023241,Oct
10,0,2009,10014471,Oct
10,0,2009,10017638,Oct
10,0,2009,10024034,Oct
10,0,2009,10025252,Oct
10,0,2009,10000460,Oct
10,0,2009,10021986,Oct
10,0,2009,10022962,Oct
10,0,2009,10016549,Oct
10,0,2009,10002244,Oct
10,0,2009,10024270,Oct
10,0,2009,10025495,Oct
10,0,2009,10025237,Oct
10,0,2009,10007121,Oct
10,0,2009,10025791,Oct
10,0,2009,10027370,Oct
10,0,2009,10002765,Oct
10,0,2009,10025264,Oct
10,0,2009,10005006,Oct
10,0,2009,10019942,Oct
10,0,2009,10020192,Oct
10,0,2009,10002506,Oct
10,0,2009,10022687,Oct
10,0,2009,10012422,Oct
10,0,2009,10024016,Oct
10,0,2009,10020962,Oct
